number_of_components,n_nodes,n_edges,density,global_efficiency,diameter,shortest_path,city,year
1,3,3,1.0,1.0,1,1.0,Wollongong,2015
2,4,6,1.0,1.0,1,1.0,Wollongong,2018
3,4,6,1.0,1.0,1,1.0,Wollongong,2020
3,4,6,1.0,1.0,1,1.0,Wollongong,2022
1,2,1,1.0,1.0,1,1.0,North Brunswick,2008
1,2,1,1.0,1.0,1,1.0,Chamalières,2019
1,2,1,1.0,1.0,1,1.0,Northridge,2012
1,3,3,1.0,1.0,1,1.0,Northridge,2014
1,5,8,0.8,0.9,2,1.2,Northridge,2017
1,2,1,1.0,1.0,1,1.0,Aracaju,2015
1,2,1,1.0,1.0,1,1.0,Aracaju,2018
3,2,1,1.0,1.0,1,1.0,Aracaju,2021
1,2,1,1.0,1.0,1,1.0,Newtown,2007
2,2,1,1.0,1.0,1,1.0,Newtown,2018
4,2,1,1.0,1.0,1,1.0,Newtown,2021
1,2,1,1.0,1.0,1,1.0,Coimbatore,1967
2,2,1,1.0,1.0,1,1.0,Coimbatore,1991
3,2,1,1.0,1.0,1,1.0,Coimbatore,1998
5,2,1,1.0,1.0,1,1.0,Coimbatore,2012
6,2,1,1.0,1.0,1,1.0,Coimbatore,2013
8,2,1,1.0,1.0,1,1.0,Coimbatore,2015
10,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Coimbatore,2017
15,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Coimbatore,2018
18,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Coimbatore,2019
20,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Coimbatore,2020
23,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Coimbatore,2021
24,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Coimbatore,2022
1,2,1,1.0,1.0,1,1.0,Châteauguay,2014
1,2,1,1.0,1.0,1,1.0,Mooresville,2007
3,2,1,1.0,1.0,1,1.0,Mooresville,2012
4,2,1,1.0,1.0,1,1.0,Mooresville,2019
4,2,1,1.0,1.0,1,1.0,Mooresville,2022
1,2,1,1.0,1.0,1,1.0,Nelson,2011
1,2,1,1.0,1.0,1,1.0,Nelson,2019
2,2,1,1.0,1.0,1,1.0,Nelson,2020
1,2,1,1.0,1.0,1,1.0,Ventura,2009
2,4,6,1.0,1.0,1,1.0,Ventura,2016
3,6,13,0.8666666666666667,0.9333333333333333,2,1.1333333333333333,Ventura,2019
4,6,13,0.8666666666666667,0.9333333333333333,2,1.1333333333333333,Ventura,2020
1,2,1,1.0,1.0,1,1.0,Aberdeen,1980
2,2,1,1.0,1.0,1,1.0,Aberdeen,1996
3,2,1,1.0,1.0,1,1.0,Aberdeen,2001
4,2,1,1.0,1.0,1,1.0,Aberdeen,2005
5,2,1,1.0,1.0,1,1.0,Aberdeen,2007
6,2,1,1.0,1.0,1,1.0,Aberdeen,2009
8,2,1,1.0,1.0,1,1.0,Aberdeen,2012
9,2,1,1.0,1.0,1,1.0,Aberdeen,2016
9,3,3,1.0,1.0,1,1.0,Aberdeen,2017
12,3,3,1.0,1.0,1,1.0,Aberdeen,2018
13,3,3,1.0,1.0,1,1.0,Aberdeen,2019
14,3,3,1.0,1.0,1,1.0,Aberdeen,2021
15,3,3,1.0,1.0,1,1.0,Aberdeen,2022
1,2,1,1.0,1.0,1,1.0,North Andover,2008
1,2,1,1.0,1.0,1,1.0,North Andover,2010
1,3,3,1.0,1.0,1,1.0,North Andover,2012
2,3,3,1.0,1.0,1,1.0,North Andover,2015
1,2,1,1.0,1.0,1,1.0,South Yarra,2005
2,2,1,1.0,1.0,1,1.0,South Yarra,2021
1,2,1,1.0,1.0,1,1.0,Burwood,2021
1,2,1,1.0,1.0,1,1.0,Harrow,2015
1,2,1,1.0,1.0,1,1.0,Paonta Sahib,2018
1,2,1,1.0,1.0,1,1.0,Baia Mare,2014
1,2,1,1.0,1.0,1,1.0,Leatherhead,2009
2,2,1,1.0,1.0,1,1.0,Leatherhead,2012
1,2,1,1.0,1.0,1,1.0,Trumbull,2015
2,2,1,1.0,1.0,1,1.0,Trumbull,2016
1,2,1,1.0,1.0,1,1.0,Kfar Malal,2016
1,2,1,1.0,1.0,1,1.0,Walpole,2014
1,3,3,1.0,1.0,1,1.0,Walpole,2018
1,3,3,1.0,1.0,1,1.0,Walpole,2020
1,3,3,1.0,1.0,1,1.0,Walpole,2021
1,2,1,1.0,1.0,1,1.0,Linz,2007
3,2,1,1.0,1.0,1,1.0,Linz,2011
3,2,1,1.0,1.0,1,1.0,Linz,2013
4,2,1,1.0,1.0,1,1.0,Linz,2014
5,3,3,1.0,1.0,1,1.0,Linz,2016
6,5,6,0.6,0.8,2,1.4,Linz,2018
8,6,7,0.4666666666666667,0.7111111111111109,3,1.6666666666666667,Linz,2019
9,6,7,0.4666666666666667,0.7111111111111109,3,1.6666666666666667,Linz,2020
1,2,1,1.0,1.0,1,1.0,Jamestown,2016
1,2,1,1.0,1.0,1,1.0,Dubendorf,2018
1,2,1,1.0,1.0,1,1.0,Pikérmi,2012
1,2,1,1.0,1.0,1,1.0,Turkey,2008
1,3,3,1.0,1.0,1,1.0,Turkey,2014
1,2,1,1.0,1.0,1,1.0,Turku,2009
2,2,1,1.0,1.0,1,1.0,Turku,2011
2,2,1,1.0,1.0,1,1.0,Turku,2012
2,3,3,1.0,1.0,1,1.0,Turku,2013
3,3,3,1.0,1.0,1,1.0,Turku,2015
4,3,3,1.0,1.0,1,1.0,Turku,2016
5,3,3,1.0,1.0,1,1.0,Turku,2017
5,7,7,0.3333333333333333,0.615079365079365,4,2.0,Turku,2018
7,8,8,0.2857142857142857,0.5773809523809522,4,2.142857142857143,Turku,2020
8,8,8,0.2857142857142857,0.5773809523809522,4,2.142857142857143,Turku,2021
10,8,8,0.2857142857142857,0.5773809523809522,4,2.142857142857143,Turku,2022
1,2,1,1.0,1.0,1,1.0,Taichung,2013
1,2,1,1.0,1.0,1,1.0,Zürich,1987
2,2,1,1.0,1.0,1,1.0,Zürich,2002
3,2,1,1.0,1.0,1,1.0,Zürich,2004
4,4,3,0.5,0.75,2,1.5,Zürich,2005
7,4,3,0.5,0.75,2,1.5,Zürich,2006
10,4,3,0.5,0.75,2,1.5,Zürich,2007
14,5,4,0.4,0.7,2,1.6,Zürich,2008
18,6,5,0.3333333333333333,0.6666666666666666,2,1.6666666666666667,Zürich,2009
21,7,6,0.2857142857142857,0.6428571428571429,2,1.7142857142857142,Zürich,2010
25,9,8,0.2222222222222222,0.564814814814815,3,2.0555555555555554,Zürich,2011
32,13,17,0.21794871794871795,0.510683760683761,6,2.5384615384615383,Zürich,2012
40,17,17,0.125,0.43664215686274477,6,2.9411764705882355,Zürich,2013
42,33,34,0.06439393939393939,0.3318632756132748,8,4.111742424242424,Zürich,2014
47,75,93,0.03351351351351351,0.28491920491921074,10,4.294054054054054,Zürich,2015
62,85,104,0.029131652661064426,0.29981670445956127,9,3.955182072829132,Zürich,2016
79,108,134,0.0231914157147802,0.29426093501897826,9,3.9690204222914502,Zürich,2017
87,141,187,0.01894630192502533,0.26663120201872387,11,4.537386018237082,Zürich,2018
101,192,277,0.015106893542757417,0.24488048143560334,13,4.990565008726003,Zürich,2019
107,228,345,0.013331787618826803,0.24749371203118523,11,4.708285029755004,Zürich,2020
117,261,397,0.011700559976422045,0.24328689297086425,11,4.737901562039493,Zürich,2021
123,268,409,0.011431606014869472,0.24623959845543533,11,4.670495835429594,Zürich,2022
130,273,418,0.011258349493643611,0.24669925759746383,11,4.658317173023056,Zürich,2023
1,2,1,1.0,1.0,1,1.0,Ancona,2002
2,2,1,1.0,1.0,1,1.0,Ancona,2016
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Ancona,2017
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Ancona,2019
5,4,3,0.5,0.75,2,1.5,Ancona,2021
4,6,6,0.4,0.7,2,1.6,Ancona,2023
1,2,1,1.0,1.0,1,1.0,Woodmere,2022
1,2,1,1.0,1.0,1,1.0,Granada,2006
2,2,1,1.0,1.0,1,1.0,Granada,2013
3,2,1,1.0,1.0,1,1.0,Granada,2014
4,2,1,1.0,1.0,1,1.0,Granada,2015
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Granada,2016
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Granada,2017
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Granada,2018
8,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Granada,2019
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Granada,2021
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Granada,2022
1,2,1,1.0,1.0,1,1.0,Newport,2014
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Newport,2015
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Newport,2016
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Newport,2017
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Newport,2018
8,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Newport,2019
9,5,10,1.0,1.0,1,1.0,Newport,2021
9,5,10,1.0,1.0,1,1.0,Newport,2023
1,2,1,1.0,1.0,1,1.0,Saugerties,1982
1,2,1,1.0,1.0,1,1.0,Maple Grove,2013
2,2,1,1.0,1.0,1,1.0,Maple Grove,2015
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Maple Grove,2018
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Maple Grove,2019
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Maple Grove,2020
1,2,1,1.0,1.0,1,1.0,Rouen,2017
2,2,1,1.0,1.0,1,1.0,Rouen,2018
4,3,3,1.0,1.0,1,1.0,Rouen,2019
1,2,1,1.0,1.0,1,1.0,Kota Kinabalu,2020
1,2,1,1.0,1.0,1,1.0,Kiel,2014
1,2,1,1.0,1.0,1,1.0,Kiel,2015
3,2,1,1.0,1.0,1,1.0,Kiel,2018
4,2,1,1.0,1.0,1,1.0,Kiel,2019
5,2,1,1.0,1.0,1,1.0,Kiel,2021
6,2,1,1.0,1.0,1,1.0,Kiel,2023
1,2,1,1.0,1.0,1,1.0,Hunndalen,1996
1,2,1,1.0,1.0,1,1.0,Lennestadt,2008
1,2,1,1.0,1.0,1,1.0,Greenwood,2015
1,2,1,1.0,1.0,1,1.0,Fishkill,2014
1,2,1,1.0,1.0,1,1.0,Portola Valley,2013
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Portola Valley,2020
1,2,1,1.0,1.0,1,1.0,Karachi,1997
2,2,1,1.0,1.0,1,1.0,Karachi,2001
3,2,1,1.0,1.0,1,1.0,Karachi,2005
4,2,1,1.0,1.0,1,1.0,Karachi,2007
6,2,1,1.0,1.0,1,1.0,Karachi,2008
7,2,1,1.0,1.0,1,1.0,Karachi,2009
9,2,1,1.0,1.0,1,1.0,Karachi,2010
11,3,3,1.0,1.0,1,1.0,Karachi,2011
14,3,3,1.0,1.0,1,1.0,Karachi,2012
15,4,6,1.0,1.0,1,1.0,Karachi,2013
18,4,6,1.0,1.0,1,1.0,Karachi,2014
22,4,6,1.0,1.0,1,1.0,Karachi,2015
27,4,6,1.0,1.0,1,1.0,Karachi,2016
33,4,6,1.0,1.0,1,1.0,Karachi,2017
39,5,5,0.5,0.75,2,1.5,Karachi,2018
44,6,8,0.5333333333333333,0.7555555555555556,3,1.5333333333333334,Karachi,2019
49,7,12,0.5714285714285714,0.7777777777777779,3,1.4761904761904763,Karachi,2020
50,14,25,0.27472527472527475,0.5805860805860804,4,2.098901098901099,Karachi,2021
53,14,25,0.27472527472527475,0.5805860805860804,4,2.098901098901099,Karachi,2022
55,14,25,0.27472527472527475,0.5805860805860804,4,2.098901098901099,Karachi,2023
1,2,1,1.0,1.0,1,1.0,Hawthorne,2013
2,2,1,1.0,1.0,1,1.0,Hawthorne,2018
1,2,1,1.0,1.0,1,1.0,Hobbs,2021
1,2,1,1.0,1.0,1,1.0,Pasig,2010
2,2,1,1.0,1.0,1,1.0,Pasig,2012
4,2,1,1.0,1.0,1,1.0,Pasig,2018
6,2,1,1.0,1.0,1,1.0,Pasig,2020
7,2,1,1.0,1.0,1,1.0,Pasig,2021
7,3,3,1.0,1.0,1,1.0,Pasig,2022
1,2,1,1.0,1.0,1,1.0,Bracknell,2005
2,2,1,1.0,1.0,1,1.0,Bracknell,2008
3,2,1,1.0,1.0,1,1.0,Bracknell,2013
4,2,1,1.0,1.0,1,1.0,Bracknell,2020
5,2,1,1.0,1.0,1,1.0,Bracknell,2021
1,2,1,1.0,1.0,1,1.0,Reservoir,2020
1,3,3,1.0,1.0,1,1.0,Reservoir,2021
1,2,1,1.0,1.0,1,1.0,Prineville,2022
1,2,1,1.0,1.0,1,1.0,Inverness,2015
1,3,3,1.0,1.0,1,1.0,Inverness,2016
2,3,3,1.0,1.0,1,1.0,Inverness,2019
1,2,1,1.0,1.0,1,1.0,Redmond,1995
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Redmond,1997
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Redmond,1999
1,4,3,0.5,0.75,2,1.5,Redmond,2000
1,5,4,0.4,0.7,2,1.6,Redmond,2001
1,6,5,0.3333333333333333,0.6666666666666666,2,1.6666666666666667,Redmond,2003
1,7,6,0.2857142857142857,0.6428571428571429,2,1.7142857142857142,Redmond,2004
1,8,7,0.25,0.625,2,1.75,Redmond,2005
1,8,7,0.25,0.625,2,1.75,Redmond,2006
1,11,10,0.18181818181818182,0.5909090909090909,2,1.8181818181818181,Redmond,2007
1,12,11,0.16666666666666666,0.5833333333333334,2,1.8333333333333333,Redmond,2008
2,14,13,0.14285714285714285,0.5714285714285714,2,1.8571428571428572,Redmond,2009
1,19,20,0.11695906432748537,0.5584795321637427,2,1.8830409356725146,Redmond,2010
5,21,23,0.10952380952380952,0.5547619047619048,2,1.8904761904761904,Redmond,2011
7,25,27,0.09,0.545,2,1.91,Redmond,2012
6,31,33,0.07096774193548387,0.5254480286738343,3,1.989247311827957,Redmond,2013
9,34,36,0.06417112299465241,0.5141117052881752,4,2.0445632798573974,Redmond,2014
12,37,39,0.05855855855855856,0.512637637637639,4,2.042042042042042,Redmond,2015
12,38,40,0.05689900426742532,0.5122095779990531,4,2.0412517780938835,Redmond,2016
11,45,47,0.047474747474747475,0.5029461279461306,4,2.0787878787878786,Redmond,2017
13,47,50,0.04625346901017576,0.49683934628430554,4,2.1137835337650324,Redmond,2018
14,51,54,0.042352941176470586,0.49679738562091663,4,2.1058823529411765,Redmond,2019
17,55,58,0.039057239057239054,0.49680134680134724,4,2.098989898989899,Redmond,2020
17,57,60,0.03759398496240601,0.49681495405179465,4,2.095864661654135,Redmond,2021
17,58,61,0.03690260133091349,0.4968239564428295,4,2.0943738656987296,Redmond,2022
17,59,62,0.03623611922852133,0.4968342100136355,4,2.0929281122150787,Redmond,2023
1,2,1,1.0,1.0,1,1.0,Palm Coast,2012
2,2,1,1.0,1.0,1,1.0,Palm Coast,2016
1,2,1,1.0,1.0,1,1.0,Somerset,1998
2,2,1,1.0,1.0,1,1.0,Somerset,2000
3,2,1,1.0,1.0,1,1.0,Somerset,2006
4,2,1,1.0,1.0,1,1.0,Somerset,2009
5,2,1,1.0,1.0,1,1.0,Somerset,2010
6,2,1,1.0,1.0,1,1.0,Somerset,2012
7,2,1,1.0,1.0,1,1.0,Somerset,2014
8,2,1,1.0,1.0,1,1.0,Somerset,2015
8,3,3,1.0,1.0,1,1.0,Somerset,2017
9,3,3,1.0,1.0,1,1.0,Somerset,2018
10,3,3,1.0,1.0,1,1.0,Somerset,2020
10,3,3,1.0,1.0,1,1.0,Somerset,2021
1,2,1,1.0,1.0,1,1.0,Hampstead,2008
2,2,1,1.0,1.0,1,1.0,Hampstead,2012
3,2,1,1.0,1.0,1,1.0,Hampstead,2022
1,2,1,1.0,1.0,1,1.0,Dripping Springs,2012
2,2,1,1.0,1.0,1,1.0,Dripping Springs,2019
1,2,1,1.0,1.0,1,1.0,Lowell,1989
2,2,1,1.0,1.0,1,1.0,Lowell,2009
4,2,1,1.0,1.0,1,1.0,Lowell,2013
4,3,3,1.0,1.0,1,1.0,Lowell,2015
5,3,3,1.0,1.0,1,1.0,Lowell,2017
6,3,3,1.0,1.0,1,1.0,Lowell,2018
7,3,3,1.0,1.0,1,1.0,Lowell,2019
7,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Lowell,2021
8,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Lowell,2022
1,2,1,1.0,1.0,1,1.0,Toulouse,2009
2,2,1,1.0,1.0,1,1.0,Toulouse,2010
3,2,1,1.0,1.0,1,1.0,Toulouse,2013
6,2,1,1.0,1.0,1,1.0,Toulouse,2015
9,2,1,1.0,1.0,1,1.0,Toulouse,2016
10,3,3,1.0,1.0,1,1.0,Toulouse,2017
12,4,6,1.0,1.0,1,1.0,Toulouse,2018
15,4,6,1.0,1.0,1,1.0,Toulouse,2019
18,5,5,0.5,0.75,2,1.5,Toulouse,2020
19,5,5,0.5,0.75,2,1.5,Toulouse,2021
22,5,5,0.5,0.75,2,1.5,Toulouse,2022
1,2,1,1.0,1.0,1,1.0,Kolbingen,2008
1,2,1,1.0,1.0,1,1.0,Westchester,1998
1,2,1,1.0,1.0,1,1.0,Ágios Dimítrios,2013
3,2,1,1.0,1.0,1,1.0,Lille,2012
4,2,1,1.0,1.0,1,1.0,Lille,2013
6,4,6,1.0,1.0,1,1.0,Lille,2014
6,5,10,1.0,1.0,1,1.0,Lille,2015
8,5,10,1.0,1.0,1,1.0,Lille,2016
10,5,10,1.0,1.0,1,1.0,Lille,2017
11,6,15,1.0,1.0,1,1.0,Lille,2018
12,6,15,1.0,1.0,1,1.0,Lille,2019
13,7,16,0.7619047619047619,0.8809523809523809,2,1.2380952380952381,Lille,2020
15,7,16,0.7619047619047619,0.8809523809523809,2,1.2380952380952381,Lille,2021
15,7,16,0.7619047619047619,0.8809523809523809,2,1.2380952380952381,Lille,2022
1,2,1,1.0,1.0,1,1.0,Foligno,2014
1,2,1,1.0,1.0,1,1.0,Schaffhausen,2010
2,2,1,1.0,1.0,1,1.0,Schaffhausen,2018
2,2,1,1.0,1.0,1,1.0,Schaffhausen,2019
2,3,3,1.0,1.0,1,1.0,Schaffhausen,2021
2,5,6,0.6,0.8,2,1.4,Schaffhausen,2022
1,2,1,1.0,1.0,1,1.0,Marchtrenk,2014
1,3,3,1.0,1.0,1,1.0,Marchtrenk,2015
1,2,1,1.0,1.0,1,1.0,Casper,2018
2,2,1,1.0,1.0,1,1.0,Casper,2022
1,2,1,1.0,1.0,1,1.0,Horsham,2016
2,2,1,1.0,1.0,1,1.0,Horsham,2017
2,2,1,1.0,1.0,1,1.0,Coeur D'alene,2015
2,2,1,1.0,1.0,1,1.0,Coeur D'alene,2016
3,2,1,1.0,1.0,1,1.0,Coeur D'alene,2017
4,2,1,1.0,1.0,1,1.0,Coeur D'alene,2019
5,2,1,1.0,1.0,1,1.0,Coeur D'alene,2021
1,2,1,1.0,1.0,1,1.0,Conway,2009
2,2,1,1.0,1.0,1,1.0,Conway,2015
3,2,1,1.0,1.0,1,1.0,Conway,2017
3,3,3,1.0,1.0,1,1.0,Conway,2018
5,3,3,1.0,1.0,1,1.0,Conway,2021
5,3,3,1.0,1.0,1,1.0,Conway,2022
1,2,1,1.0,1.0,1,1.0,Biella,2012
2,2,1,1.0,1.0,1,1.0,Biella,2019
1,2,1,1.0,1.0,1,1.0,Paramus,2007
1,3,3,1.0,1.0,1,1.0,Paramus,2008
2,3,3,1.0,1.0,1,1.0,Paramus,2016
1,2,1,1.0,1.0,1,1.0,East Moriches,2015
1,2,1,1.0,1.0,1,1.0,Allerød,2019
1,2,1,1.0,1.0,1,1.0,Wilton,2002
1,3,3,1.0,1.0,1,1.0,Wilton,2007
2,3,3,1.0,1.0,1,1.0,Wilton,2015
1,2,1,1.0,1.0,1,1.0,Saint Albans,2014
2,2,1,1.0,1.0,1,1.0,Stephenville,2019
1,2,1,1.0,1.0,1,1.0,Rehoboth Beach,2019
1,2,1,1.0,1.0,1,1.0,Puyallup,2009
1,4,6,1.0,1.0,1,1.0,Puyallup,2011
1,2,1,1.0,1.0,1,1.0,Willmar,2020
1,2,1,1.0,1.0,1,1.0,Davie,2010
2,2,1,1.0,1.0,1,1.0,Davie,2013
3,2,1,1.0,1.0,1,1.0,Davie,2016
4,2,1,1.0,1.0,1,1.0,Davie,2019
1,2,1,1.0,1.0,1,1.0,Visakhapatnam,2007
2,2,1,1.0,1.0,1,1.0,Visakhapatnam,2016
4,2,1,1.0,1.0,1,1.0,Visakhapatnam,2018
5,2,1,1.0,1.0,1,1.0,Visakhapatnam,2019
5,2,1,1.0,1.0,1,1.0,Visakhapatnam,2020
5,3,3,1.0,1.0,1,1.0,Visakhapatnam,2021
1,2,1,1.0,1.0,1,1.0,Vancouver,1967
2,2,1,1.0,1.0,1,1.0,Vancouver,1986
3,2,1,1.0,1.0,1,1.0,Vancouver,1990
4,2,1,1.0,1.0,1,1.0,Vancouver,1993
5,2,1,1.0,1.0,1,1.0,Vancouver,1994
6,2,1,1.0,1.0,1,1.0,Vancouver,1995
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Vancouver,1997
10,3,3,1.0,1.0,1,1.0,Vancouver,1998
10,4,6,1.0,1.0,1,1.0,Vancouver,1999
12,4,6,1.0,1.0,1,1.0,Vancouver,2000
13,6,5,0.3333333333333333,0.6333333333333333,3,1.8666666666666667,Vancouver,2001
14,9,8,0.2222222222222222,0.5578703703703702,4,2.111111111111111,Vancouver,2002
17,9,8,0.2222222222222222,0.5578703703703705,4,2.111111111111111,Vancouver,2003
18,11,10,0.18181818181818182,0.5272727272727277,4,2.2181818181818183,Vancouver,2004
23,11,10,0.18181818181818182,0.5272727272727276,4,2.2181818181818183,Vancouver,2005
25,11,10,0.18181818181818182,0.5272727272727276,4,2.2181818181818183,Vancouver,2006
36,16,16,0.13333333333333333,0.41575396825396815,7,3.325,Vancouver,2007
43,33,42,0.07954545454545454,0.33024591149591065,9,4.09280303030303,Vancouver,2008
51,38,60,0.08534850640113797,0.32342568132041755,10,4.3285917496443815,Vancouver,2009
57,41,64,0.07804878048780488,0.31110820751064583,10,4.521951219512195,Vancouver,2010
69,76,150,0.05263157894736842,0.26461612364244014,12,5.338596491228071,Vancouver,2011
88,107,225,0.03967554223241051,0.275487944920141,11,4.572385822606242,Vancouver,2012
115,135,274,0.03029297954671089,0.28358906525571087,10,4.195024875621891,Vancouver,2013
127,170,343,0.023877479986077272,0.2682204321570502,10,4.439401322659241,Vancouver,2014
144,242,490,0.0168032646342718,0.24513707623001807,12,4.843661054147663,Vancouver,2015
165,287,589,0.014351502156380206,0.24146936634275365,12,4.87680612070856,Vancouver,2016
191,351,709,0.011542531542531542,0.2354504802845812,13,5.003614163614164,Vancouver,2017
221,408,816,0.009828009828009828,0.22746243458143123,13,5.120814664932312,Vancouver,2018
242,469,957,0.008720135585807228,0.22373561357534716,14,5.195587994095456,Vancouver,2019
278,526,1087,0.007872533043635705,0.22171314598814704,15,5.215556762629006,Vancouver,2020
292,581,1212,0.007193305240667102,0.22066014633034933,15,5.233966407501929,Vancouver,2021
308,623,1311,0.006766346843661775,0.2166077850697192,15,5.325063353857747,Vancouver,2022
314,635,1338,0.006646960927991256,0.2158306840905711,15,5.334851834372438,Vancouver,2023
316,638,1341,0.00659931201803123,0.2155512039615568,15,5.339837502399079,Vancouver,2024
1,2,1,1.0,1.0,1,1.0,Indore,2009
3,2,1,1.0,1.0,1,1.0,Indore,2010
3,3,3,1.0,1.0,1,1.0,Indore,2011
4,3,3,1.0,1.0,1,1.0,Indore,2012
7,3,3,1.0,1.0,1,1.0,Indore,2013
9,3,3,1.0,1.0,1,1.0,Indore,2014
13,4,6,1.0,1.0,1,1.0,Indore,2015
15,4,6,1.0,1.0,1,1.0,Indore,2016
21,4,6,1.0,1.0,1,1.0,Indore,2017
26,4,6,1.0,1.0,1,1.0,Indore,2018
28,4,6,1.0,1.0,1,1.0,Indore,2019
34,4,6,1.0,1.0,1,1.0,Indore,2020
36,5,4,0.4,0.6666666666666667,3,1.8,Indore,2021
39,5,4,0.4,0.6666666666666667,3,1.8,Indore,2022
40,5,4,0.4,0.6666666666666667,3,1.8,Indore,2023
1,2,1,1.0,1.0,1,1.0,Yardley,2009
2,2,1,1.0,1.0,1,1.0,Yardley,2011
2,2,1,1.0,1.0,1,1.0,Yardley,2015
4,2,1,1.0,1.0,1,1.0,Yardley,2018
1,2,1,1.0,1.0,1,1.0,Australia,2022
1,2,1,1.0,1.0,1,1.0,Skokie,1981
2,2,1,1.0,1.0,1,1.0,Skokie,1995
3,2,1,1.0,1.0,1,1.0,Skokie,2007
3,2,1,1.0,1.0,1,1.0,Skokie,2010
4,2,1,1.0,1.0,1,1.0,Skokie,2018
5,2,1,1.0,1.0,1,1.0,Skokie,2021
1,2,1,1.0,1.0,1,1.0,Easthampton,2017
1,2,1,1.0,1.0,1,1.0,Oujda,2022
1,2,1,1.0,1.0,1,1.0,Resistencia,2016
1,2,1,1.0,1.0,1,1.0,Point Roberts,2015
1,2,1,1.0,1.0,1,1.0,Independence,2010
2,2,1,1.0,1.0,1,1.0,Independence,2016
3,2,1,1.0,1.0,1,1.0,Independence,2018
3,3,3,1.0,1.0,1,1.0,Independence,2021
1,2,1,1.0,1.0,1,1.0,Reading,1996
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Reading,2000
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Reading,2008
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Reading,2011
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Reading,2012
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Reading,2014
8,3,3,1.0,1.0,1,1.0,Reading,2016
12,3,3,1.0,1.0,1,1.0,Reading,2018
16,3,3,1.0,1.0,1,1.0,Reading,2019
18,3,3,1.0,1.0,1,1.0,Reading,2020
18,3,3,1.0,1.0,1,1.0,Reading,2023
1,2,1,1.0,1.0,1,1.0,Meerut,1990
2,2,1,1.0,1.0,1,1.0,Meerut,2011
2,2,1,1.0,1.0,1,1.0,Meerut,2015
1,2,1,1.0,1.0,1,1.0,Normanton,2022
1,2,1,1.0,1.0,1,1.0,Wernigerode,2011
1,2,1,1.0,1.0,1,1.0,Migdal Hameq,2009
1,2,1,1.0,1.0,1,1.0,Clarksville,2021
1,2,1,1.0,1.0,1,1.0,Jaipur,1999
3,2,1,1.0,1.0,1,1.0,Jaipur,2009
4,2,1,1.0,1.0,1,1.0,Jaipur,2010
8,2,1,1.0,1.0,1,1.0,Jaipur,2012
10,2,1,1.0,1.0,1,1.0,Jaipur,2013
12,3,3,1.0,1.0,1,1.0,Jaipur,2014
18,5,7,0.7,0.85,2,1.3,Jaipur,2015
20,5,7,0.7,0.85,2,1.3,Jaipur,2016
22,5,7,0.7,0.85,2,1.3,Jaipur,2017
29,5,7,0.7,0.85,2,1.3,Jaipur,2018
35,5,7,0.7,0.85,2,1.3,Jaipur,2019
46,6,8,0.5333333333333333,0.7555555555555556,3,1.5333333333333334,Jaipur,2020
51,6,8,0.5333333333333333,0.7555555555555556,3,1.5333333333333334,Jaipur,2021
55,7,10,0.47619047619047616,0.7222222222222222,3,1.619047619047619,Jaipur,2022
